PO_Number,SKU,Supplier_ID,Location_ID,Order_Date,Expected_Arrival_Date,Actual_Arrival_Date,Quantity_Ordered,Quantity_Received,Status
PO-0041505,APP-WOM-00967,sup-021,str-001,2025-11-23,2025-12-16,2025-12-16,451,398,Delivered
PO-0041506,DIG-NON-00357,sup-106,wh-001,2026-06-15,2026-06-29,2026-06-29,324,110,Delivered
PO-0041507,ART-DEC-00212,sup-035,str-001,2025-12-31,2026-01-25,2026-02-07,230,166,Delivered
PO-0041508,BEV-GEN-00593,sup-003,wh-001,2026-01-16,2026-01-29,2026-02-04,461,88,Delivered
PO-0041509,KIT-DIN-00250,sup-125,str-001,2026-02-14,2026-03-13,2026-03-13,191,183,Delivered
PO-0041510,GRO-FOO-02209,sup-193,str-001,2026-01-03,2026-01-18,2026-01-18,400,395,Delivered
PO-0041511,HOM-APP-00223,sup-112,str-001,2026-05-14,2026-07-30,2026-07-30,243,232,Delivered
PO-0041512,FRO-REA-00511,sup-175,wh-001,2026-07-20,2026-07-29,2026-07-29,388,339,Delivered
PO-0041513,BAG-LUG-00424,sup-160,wh-001,2026-06-02,2026-06-18,2026-07-02,129,93,Delivered
PO-0041514,GAM-PUZ-00291,sup-125,wh-001,2025-11-01,2025-11-24,2025-11-24,74,71,Delivered
PO-0041515,REG-CON-00286,sup-027,str-001,2025-11-03,2025-12-06,2025-12-06,318,290,Delivered
PO-0041516,TOY-GEN-00111,sup-099,wh-001,2026-08-07,2026-09-21,,58,,In-Transit
PO-0041517,SPO-FIT-00005,sup-039,str-001,2025-10-24,2025-12-06,2025-12-06,287,259,Delivered
PO-0041518,MUS-INS-00190,sup-127,wh-001,2025-09-23,2025-10-21,2025-10-21,179,39,Delivered
PO-0041519,DAI-REF-00537,sup-124,str-001,2025-10-22,2025-10-25,2025-10-25,87,82,Delivered
PO-0041520,ENT-MED-00133,sup-110,wh-001,2025-10-27,2025-11-17,2025-11-17,178,159,Delivered
PO-0041521,HOM-FUR-00787,sup-106,str-001,2026-06-15,2026-07-30,2026-07-30,345,339,Delivered
PO-0041522,BAB-MAT-00189,sup-037,wh-001,2026-07-12,2026-08-23,2026-08-23,75,72,Delivered
PO-0041523,GRO-FOO-02163,sup-070,str-001,2026-05-21,2026-06-05,2026-06-05,315,296,Delivered
PO-0041524,HOM-FUR-00121,sup-125,str-001,2026-07-06,2026-08-20,2026-08-20,204,203,Delivered
PO-0041525,CON-ELE-00484,sup-137,str-001,2026-02-02,2026-03-13,2026-03-23,491,437,Delivered
PO-0041526,GRO-FOO-01823,sup-123,str-001,2025-10-20,2025-11-04,2025-11-04,347,311,Delivered
PO-0041527,HAR-HOM-00046,sup-071,wh-001,2026-02-20,2026-03-23,2026-03-23,94,13,Delivered
PO-0041528,PET-PET-00525,sup-152,wh-001,2026-02-23,2026-03-11,2026-03-11,276,234,Delivered
PO-0041529,SPE-PRO-00063,sup-099,str-001,2025-12-12,2026-01-26,2026-01-26,392,374,Delivered
PO-0041530,HOU-CLE-00630,sup-099,str-001,2026-08-02,2026-09-13,2026-09-13,156,134,Delivered
PO-0041531,HOM-APP-00224,sup-189,wh-001,2025-12-05,2026-02-20,2026-02-20,362,319,Delivered
PO-0041532,PAI-DEC-00157,sup-127,wh-001,2025-12-13,2026-01-20,2026-01-20,457,446,Delivered
PO-0041533,APP-MEN-01332,sup-001,str-001,2026-01-12,2026-01-26,2026-01-26,250,239,Delivered
PO-0041534,SAF-SEC-00270,sup-039,str-001,2026-02-27,2026-04-11,2026-04-11,350,162,Delivered
PO-0041535,BEA-COS-00850,sup-064,str-001,2026-02-03,2026-03-02,2026-03-10,165,136,Delivered
PO-0041536,REL-CUL-00067,sup-122,str-001,2026-04-03,2026-04-30,2026-05-02,397,324,Delivered
PO-0041537,HAR-HOM-00596,sup-162,wh-001,2026-03-29,2026-04-29,2026-04-29,175,160,Delivered
PO-0041538,CON-ELE-00336,sup-009,str-001,2026-01-26,2026-03-06,2026-03-06,483,412,Delivered
PO-0041539,APP-WOM-00040,sup-084,str-001,2026-04-21,2026-05-14,2026-05-14,167,159,Delivered
PO-0041540,FRO-REA-00028,sup-093,wh-001,2026-08-13,2026-08-22,2026-08-22,492,491,Delivered
PO-0041541,SLE-WEL-00192,sup-182,wh-001,2026-02-20,2026-03-15,2026-03-15,121,120,Delivered
PO-0041542,GAR-OUT-00722,sup-143,str-001,2026-05-12,2026-06-06,2026-06-10,262,218,Delivered
PO-0041543,GAR-OUT-00441,sup-090,str-001,2026-08-11,2026-09-05,2026-09-05,435,373,Delivered
PO-0041544,FES-SEA-00072,sup-035,str-001,2026-03-15,2026-04-03,2026-04-03,76,53,Delivered
PO-0041545,WAT-TIM-00448,sup-089,str-001,2025-11-20,2025-12-13,2025-12-21,145,113,Delivered
PO-0041546,KIT-DIN-00395,sup-089,wh-001,2026-07-24,2026-08-20,2026-08-20,231,172,Delivered
PO-0041547,GRO-FOO-00256,sup-003,wh-001,2026-08-21,2026-09-05,2026-09-05,121,102,Delivered
PO-0041548,BOO-GEN-00552,sup-048,str-001,2026-03-21,2026-04-05,2026-04-13,247,234,Delivered
PO-0041549,APP-WOM-00302,sup-160,wh-001,2025-10-02,2025-10-25,2025-10-25,234,171,Delivered
PO-0041550,FRE-PRO-00130,sup-032,str-001,2026-02-03,2026-02-04,2026-02-04,470,69,Delivered
PO-0041551,AUT-GEN-00897,sup-162,str-001,2026-05-19,2026-06-18,2026-06-18,198,191,Delivered
PO-0041552,REG-CON-00122,sup-057,str-001,2025-12-06,2026-01-08,2026-01-08,153,135,Delivered
PO-0041553,KIT-DIN-00730,sup-182,str-001,2026-08-04,2026-08-31,2026-08-31,245,241,Delivered
PO-0041554,GAM-PUZ-00471,sup-089,wh-001,2025-09-26,2025-10-19,2025-10-19,316,250,Delivered
PO-0041555,GIF-LIF-00057,sup-188,str-001,2026-02-10,2026-02-25,2026-02-25,242,229,Delivered
PO-0041556,APP-WOM-00670,sup-059,wh-001,2026-01-23,2026-02-15,2026-02-15,69,14,Delivered
PO-0041557,GAR-OUT-00570,sup-143,str-001,2026-03-01,2026-03-26,2026-03-26,423,364,Delivered
PO-0041558,FRO-REA-00402,sup-184,wh-001,2026-09-03,2026-09-12,2026-09-12,284,211,Delivered
PO-0041559,APP-WOM-01244,sup-160,wh-001,2025-09-18,2025-10-11,2025-10-11,186,130,Delivered
PO-0041560,DAI-REF-00732,sup-040,wh-001,2025-09-29,2025-10-02,2025-10-02,76,34,Delivered
PO-0041561,FLO-FLO-00182,sup-172,str-001,2026-05-21,2026-06-17,2026-06-17,167,163,Delivered
PO-0041562,HOB-ART-00450,sup-025,wh-001,2026-08-12,2026-09-06,2026-09-06,112,101,Delivered
PO-0041563,APP-MEN-00667,sup-190,str-001,2025-12-02,2025-12-16,2025-12-16,187,181,Delivered
PO-0041564,SER-SOL-00151,sup-185,str-001,2026-01-03,2026-01-22,2026-01-22,176,148,Delivered
PO-0041565,MEA-SEA-00512,sup-200,wh-001,2026-03-14,2026-03-16,2026-03-16,339,332,Delivered
PO-0041566,SER-SOL-00019,sup-143,str-001,2026-07-07,2026-07-26,2026-07-26,304,249,Delivered
PO-0041567,FOO-GEN-00132,sup-163,wh-001,2026-02-12,2026-03-22,2026-03-22,405,367,Delivered
PO-0041568,KIT-DIN-01107,sup-071,wh-001,2026-07-18,2026-08-14,2026-08-14,492,429,Delivered
PO-0041569,WAT-TIM-00293,sup-013,wh-001,2026-03-26,2026-04-18,2026-04-18,148,52,Delivered
PO-0041570,GIF-LIF-00186,sup-064,str-001,2026-07-13,2026-07-28,2026-07-28,490,392,Delivered
PO-0041571,PLU-BUI-00221,sup-057,str-001,2026-07-21,2026-08-27,2026-08-27,343,325,Delivered
PO-0041572,GRO-FOO-01915,sup-138,str-001,2026-02-24,2026-03-11,2026-03-19,270,220,Delivered
PO-0041573,JEW-GEN-00715,sup-017,str-001,2025-12-19,2026-01-11,2026-01-11,448,440,Delivered
PO-0041574,SLE-WEL-00023,sup-025,wh-001,2026-05-29,2026-06-21,2026-06-21,194,178,Delivered
PO-0041575,STA-OFF-00612,sup-162,str-001,2026-01-13,2026-02-20,2026-02-20,134,123,Delivered
PO-0041576,AUT-GEN-00272,sup-027,wh-001,2025-09-14,2025-10-14,2025-10-14,104,96,Delivered
PO-0041577,TOY-GEN-00050,sup-143,wh-001,2025-10-15,2025-11-29,2025-12-09,187,46,Delivered
PO-0041578,FRE-PRO-01535,sup-200,str-001,2026-03-16,2026-03-17,2026-03-17,251,242,Delivered
PO-0041579,BEV-GEN-00455,sup-147,str-001,2026-08-13,2026-08-26,2026-08-26,61,59,Delivered
PO-0041580,GAR-OUT-00245,sup-143,str-001,2025-11-21,2025-12-16,2025-12-16,220,192,Delivered
PO-0041581,FRE-PRO-00096,sup-128,wh-001,2025-10-29,2025-10-30,2025-10-30,214,175,Delivered
PO-0041582,APP-WOM-00086,sup-046,wh-001,2025-12-24,2026-01-16,2026-01-23,136,110,Delivered
PO-0041583,BAB-MAT-00834,sup-172,str-001,2025-10-07,2025-11-18,2025-11-18,354,352,Delivered
PO-0041584,BIC-PER-00371,sup-099,wh-001,2025-12-27,2026-02-01,2026-02-01,264,56,Delivered
PO-0041585,PAR-CEL-00213,sup-110,str-001,2025-11-09,2025-12-08,2025-12-08,481,227,Delivered
PO-0041586,PER-CAR-00459,sup-017,str-001,2026-02-07,2026-03-04,2026-03-04,489,470,Delivered
PO-0041587,AUT-GEN-00461,sup-024,wh-001,2026-05-20,2026-06-19,2026-06-19,121,97,Delivered
PO-0041588,OFF-BUS-00506,sup-089,wh-001,2026-07-11,2026-08-08,2026-08-22,473,366,Delivered
PO-0041589,GAR-OUT-00123,sup-172,str-001,2026-01-27,2026-02-21,2026-02-21,79,73,Delivered
PO-0041590,GAM-PUZ-00256,sup-125,wh-001,2026-02-19,2026-03-14,2026-03-14,137,57,Delivered
PO-0041591,GAM-PUZ-00409,sup-017,str-001,2026-07-23,2026-08-15,2026-08-15,439,177,Delivered
PO-0041592,PER-CAR-00384,sup-017,wh-001,2025-09-18,2025-10-13,2025-10-13,378,361,Delivered
PO-0041593,APP-CHI-00600,sup-146,wh-001,2026-01-01,2026-01-30,2026-01-31,492,427,Delivered
PO-0041594,SEW-TEX-00369,sup-089,wh-001,2026-02-05,2026-02-23,2026-03-05,474,374,Delivered
PO-0041595,PRE-LUX-00220,sup-185,wh-001,2026-03-06,2026-04-09,2026-04-09,138,117,Delivered
PO-0041596,APP-WOM-00012,sup-187,str-001,2026-03-15,2026-04-07,2026-04-19,187,168,Delivered
PO-0041597,FOO-GEN-01293,sup-160,str-001,2026-01-22,2026-03-01,2026-03-01,182,137,Delivered
PO-0041598,APP-WOM-00024,sup-154,str-001,2026-04-03,2026-04-26,2026-04-26,358,299,Delivered
PO-0041599,KIT-DIN-01039,sup-099,str-001,2025-12-14,2026-01-10,2026-01-17,126,21,Delivered
PO-0041600,JEW-GEN-00835,sup-064,str-001,2026-07-07,2026-07-30,2026-08-07,50,5,Delivered
PO-0041601,HEA-WEL-00283,sup-063,str-001,2026-01-04,2026-01-22,2026-01-22,275,225,Delivered
PO-0041602,PET-PET-00078,sup-121,wh-001,2025-12-24,2026-01-09,2026-01-09,465,363,Delivered
PO-0041603,MEA-SEA-00705,sup-077,str-001,2025-11-08,2025-11-10,2025-11-14,220,165,Delivered
PO-0041604,FOO-BEV-00106,sup-061,str-001,2025-12-10,2025-12-12,2025-12-12,270,85,Delivered
PO-0041605,HEA-WEL-00361,sup-099,wh-001,2026-01-11,2026-01-29,2026-01-29,229,213,Delivered
PO-0041606,HOU-CLE-00005,sup-039,wh-001,2026-08-07,2026-09-18,,315,,In-Transit
PO-0041607,GIF-LIF-00229,sup-064,str-001,2025-12-12,2025-12-27,2025-12-27,197,170,Delivered
PO-0041608,GRO-FOO-01713,sup-178,wh-001,2026-05-14,2026-05-29,2026-05-29,493,461,Delivered
PO-0041609,GAM-PUZ-00374,sup-048,wh-001,2026-06-07,2026-06-30,2026-06-30,165,161,Delivered
PO-0041610,BEA-COS-00070,sup-013,wh-001,2026-01-27,2026-02-23,2026-02-23,376,355,Delivered
PO-0041611,HOU-CLE-00034,sup-054,str-001,2026-06-14,2026-07-26,2026-07-26,445,431,Delivered
PO-0041612,COM-MOB-00470,sup-134,wh-001,2026-09-12,2026-11-07,,284,,In-Transit
PO-0041613,BAK-CON-00218,sup-179,wh-001,2026-07-13,2026-07-14,2026-07-14,348,80,Delivered
PO-0041614,MUS-INS-00149,sup-057,wh-001,2026-01-19,2026-02-16,2026-02-17,449,111,Delivered
PO-0041615,SNA-GEN-00432,sup-117,str-001,2026-05-13,2026-05-20,2026-05-20,64,60,Delivered
PO-0041616,ENT-EXP-00312,sup-127,str-001,2026-07-30,2026-08-13,2026-08-13,307,303,Delivered
PO-0041617,FOO-GEN-00335,sup-046,wh-001,2025-09-15,2025-10-23,2025-11-01,420,356,Delivered
PO-0041618,BAK-CON-00213,sup-200,wh-001,2026-06-29,2026-06-30,2026-06-30,423,408,Delivered
PO-0041619,APP-WOM-01131,sup-086,wh-001,2026-01-24,2026-02-16,2026-02-16,360,334,Delivered
PO-0041620,TRA-PRO-00147,sup-054,str-001,2026-08-20,2026-09-28,,296,,In-Transit
PO-0041621,APP-WOM-01308,sup-046,wh-001,2026-04-04,2026-04-27,2026-04-27,273,211,Delivered
PO-0041622,REL-CUL-00169,sup-113,wh-001,2026-02-06,2026-03-05,2026-03-05,343,260,Delivered
PO-0041623,PAR-CEL-00052,sup-099,wh-001,2025-09-18,2025-10-17,2025-10-17,459,91,Delivered
PO-0041624,SEW-TEX-00089,sup-135,str-001,2026-04-21,2026-05-09,2026-05-09,83,61,Delivered
PO-0041625,SER-SOL-00299,sup-037,wh-001,2026-04-14,2026-05-03,2026-05-03,497,482,Delivered
PO-0041626,GRO-FOO-02535,sup-050,str-001,2026-01-20,2026-02-04,2026-02-04,127,27,Delivered
PO-0041627,APP-CHI-00601,sup-160,str-001,2026-05-19,2026-06-17,2026-06-17,429,328,Delivered
PO-0041628,ENT-EXP-00204,sup-088,wh-001,2026-01-22,2026-02-05,2026-02-05,270,256,Delivered
PO-0041629,APP-CHI-01073,sup-160,str-001,2026-07-15,2026-08-13,2026-08-13,148,101,Delivered
PO-0041630,CON-ELE-00389,sup-167,wh-001,2026-06-26,2026-08-04,2026-08-04,84,82,Delivered
PO-0041631,APP-WOM-00431,sup-001,wh-001,2026-01-12,2026-02-04,2026-02-04,153,145,Delivered
PO-0041632,SPO-FIT-00296,sup-106,wh-001,2026-09-10,2026-10-23,,107,,In-Transit
PO-0041633,WAT-TIM-00444,sup-025,str-001,2026-03-24,2026-04-16,2026-04-16,433,142,Delivered
PO-0041634,BEV-GEN-00552,sup-033,str-001,2025-10-23,2025-11-05,2025-11-17,288,255,Delivered
PO-0041635,FAS-ACC-00117,sup-103,str-001,2026-07-23,2026-08-29,2026-09-09,481,431,Delivered
PO-0041636,HOB-ART-00698,sup-024,str-001,2026-03-26,2026-04-20,2026-04-20,443,333,Delivered
PO-0041637,BEV-GEN-00065,sup-051,wh-001,2025-10-28,2025-11-10,2025-11-10,64,63,Delivered
PO-0041638,DIG-NON-00322,sup-173,str-001,2025-11-11,2025-11-25,2025-11-29,464,361,Delivered
PO-0041639,APP-MEN-01245,sup-029,str-001,2026-07-04,2026-07-18,2026-07-18,350,265,Delivered
PO-0041640,KIT-DIN-01080,sup-173,wh-001,2026-03-11,2026-04-07,2026-04-07,181,150,Delivered
PO-0041641,COM-MOB-00922,sup-098,wh-001,2026-05-22,2026-07-17,2026-07-17,92,78,Delivered
PO-0041642,APP-MEN-01171,sup-163,str-001,2026-08-17,2026-08-31,2026-08-31,87,75,Delivered
PO-0041643,PER-CAR-00240,sup-048,str-001,2026-05-13,2026-06-07,2026-06-07,177,163,Delivered
PO-0041644,FUR-GEN-00684,sup-064,wh-001,2026-08-17,2026-09-25,,214,,In-Transit
PO-0041645,GAR-OUT-00585,sup-094,wh-001,2026-02-11,2026-03-08,2026-03-13,181,156,Delivered
PO-0041646,APP-WOM-00169,sup-144,wh-001,2026-06-04,2026-06-27,2026-06-27,256,223,Delivered
PO-0041647,GIF-LIF-00103,sup-172,wh-001,2026-07-20,2026-08-04,2026-08-04,441,439,Delivered
PO-0041648,MEA-SEA-00799,sup-067,str-001,2026-05-30,2026-06-01,2026-06-01,100,74,Delivered
PO-0041649,GRO-FOO-00750,sup-126,wh-001,2026-05-31,2026-06-15,2026-06-15,201,197,Delivered
PO-0041650,GRO-FOO-01688,sup-011,str-001,2025-10-10,2025-10-25,2025-10-25,343,298,Delivered
PO-0041651,REG-CON-00021,sup-153,str-001,2026-06-19,2026-07-22,2026-07-22,357,297,Delivered
PO-0041652,BEV-GEN-00681,sup-156,str-001,2026-04-28,2026-05-11,2026-05-11,473,464,Delivered
PO-0041653,BAB-MAT-00817,sup-066,str-001,2025-10-28,2025-12-09,2025-12-09,355,300,Delivered
PO-0041654,GAR-OUT-00332,sup-037,str-001,2026-03-22,2026-04-16,2026-04-16,264,250,Delivered
PO-0041655,PRE-LUX-00010,sup-135,wh-001,2026-04-15,2026-05-19,2026-05-19,213,174,Delivered
PO-0041656,GRO-FOO-01857,sup-020,str-001,2025-12-12,2025-12-27,2025-12-27,381,370,Delivered
PO-0041657,BEA-COS-00750,sup-037,wh-001,2026-07-15,2026-08-11,2026-08-11,79,77,Delivered
PO-0041658,BEA-COS-00662,sup-025,wh-001,2026-07-10,2026-08-06,2026-08-06,128,122,Delivered
PO-0041659,SNA-GEN-00330,sup-117,wh-001,2026-05-14,2026-05-21,2026-06-04,208,203,Delivered
PO-0041660,SNA-GEN-00416,sup-191,str-001,2026-08-05,2026-08-12,2026-08-22,52,13,Delivered
PO-0041661,REG-CON-00263,sup-054,str-001,2026-06-12,2026-07-15,2026-07-15,116,115,Delivered
PO-0041662,FES-SEA-01052,sup-088,wh-001,2026-01-16,2026-02-04,2026-02-11,368,340,Delivered
PO-0041663,SER-SOL-00598,sup-130,wh-001,2026-07-21,2026-08-09,2026-08-20,339,282,Delivered
PO-0041664,ENT-MED-00101,sup-143,str-001,2026-05-25,2026-06-15,2026-06-15,168,149,Delivered
PO-0041665,PAI-DEC-00041,sup-173,str-001,2026-06-18,2026-07-26,2026-08-06,71,58,Delivered
PO-0041666,SAF-SEC-00341,sup-066,wh-001,2025-11-30,2026-01-12,2026-01-12,58,46,Delivered
PO-0041667,DAI-REF-00777,sup-115,wh-001,2026-01-04,2026-01-07,2026-01-07,267,257,Delivered
PO-0041668,KIT-DIN-00410,sup-106,wh-001,2026-08-21,2026-09-17,,88,,In-Transit
PO-0041669,GRO-FOO-00023,sup-193,str-001,2026-08-08,2026-08-23,2026-08-23,75,72,Delivered
PO-0041670,JEW-GEN-00750,sup-142,wh-001,2025-11-26,2025-12-19,2025-12-19,464,417,Delivered
PO-0041671,PAI-DEC-00283,sup-106,str-001,2026-04-26,2026-06-03,2026-06-03,239,234,Delivered
PO-0041672,OFF-BUS-00261,sup-094,str-001,2026-03-01,2026-03-29,2026-03-29,275,243,Delivered
PO-0041673,REG-CON-00130,sup-054,wh-001,2026-07-06,2026-08-08,2026-08-08,428,420,Delivered
PO-0041674,PLU-BUI-00144,sup-039,wh-001,2026-07-05,2026-08-11,2026-08-11,130,119,Delivered
PO-0041675,STA-OFF-00532,sup-064,wh-001,2026-02-23,2026-04-02,2026-04-02,384,319,Delivered
PO-0041676,WAT-TIM-00248,sup-125,wh-001,2026-01-01,2026-01-24,2026-01-24,379,364,Delivered
PO-0041677,FES-SEA-00651,sup-066,wh-001,2026-03-24,2026-04-12,2026-04-12,376,161,Delivered
PO-0041678,CON-ELE-00557,sup-016,str-001,2026-02-27,2026-04-07,2026-04-12,200,166,Delivered
PO-0041679,BAK-CON-00471,sup-128,str-001,2026-09-07,2026-09-08,2026-09-08,378,338,Delivered
PO-0041680,COL-SPE-00026,sup-039,str-001,2025-11-02,2025-11-22,2025-11-22,485,89,Delivered
PO-0041681,SOL-SUS-00152,sup-153,wh-001,2026-01-26,2026-03-05,2026-03-05,97,82,Delivered
PO-0041682,FRE-PRO-00200,sup-056,wh-001,2026-01-12,2026-01-13,2026-01-13,104,80,Delivered
PO-0041683,FES-SEA-00278,sup-182,str-001,2026-03-04,2026-03-23,2026-03-23,351,342,Delivered
PO-0041684,TOY-GEN-00254,sup-188,wh-001,2026-05-28,2026-07-12,2026-07-12,221,217,Delivered
PO-0041685,SEW-TEX-00071,sup-110,wh-001,2026-08-26,2026-09-13,2026-09-23,310,302,Delivered
PO-0041686,HOB-ART-00518,sup-039,wh-001,2025-11-27,2025-12-22,2025-12-22,74,65,Delivered
PO-0041687,GRO-FOO-01408,sup-020,wh-001,2026-01-26,2026-02-10,2026-02-10,54,15,Delivered
PO-0041688,HEA-WEL-00396,sup-143,str-001,2026-05-25,2026-06-12,2026-06-12,484,407,Delivered
PO-0041689,MEA-SEA-00524,sup-166,str-001,2026-08-29,2026-08-31,2026-08-31,399,324,Delivered
PO-0041690,SER-SOL-00178,sup-088,wh-001,2025-11-08,2025-11-27,2025-11-27,315,304,Delivered
PO-0041691,HOM-APP-00895,sup-157,str-001,2026-07-24,2026-10-09,,409,,In-Transit
PO-0041692,APP-MEN-01212,sup-107,str-001,2025-10-09,2025-10-23,2025-10-23,388,317,Delivered
PO-0041693,GRO-FOO-02286,sup-033,str-001,2025-10-07,2025-10-22,2025-11-04,399,379,Delivered
PO-0041694,PAR-CEL-00228,sup-035,str-001,2026-05-01,2026-05-30,2026-05-30,92,64,Delivered
PO-0041695,FRE-PRO-00871,sup-040,str-001,2025-11-11,2025-11-12,2025-11-13,161,129,Delivered
PO-0041696,KIT-DIN-00986,sup-064,wh-001,2025-11-11,2025-12-08,2025-12-08,233,198,Delivered
PO-0041697,FES-SEA-00072,sup-035,str-001,2026-09-12,2026-10-01,,248,,In-Transit
PO-0041698,GAR-OUT-00409,sup-094,wh-001,2026-09-14,2026-10-09,,297,,In-Transit
PO-0041699,PAP-DIS-00107,sup-125,str-001,2026-05-06,2026-06-11,2026-06-11,203,199,Delivered
PO-0041700,SEW-TEX-00037,sup-119,wh-001,2026-07-30,2026-08-17,2026-08-24,151,123,Delivered
PO-0041701,PRE-LUX-00075,sup-143,str-001,2026-03-18,2026-04-21,2026-04-25,188,154,Delivered
PO-0041702,BAK-CON-01141,sup-174,wh-001,2026-06-11,2026-06-12,2026-06-12,156,114,Delivered
PO-0041703,FRO-REA-00486,sup-147,wh-001,2026-04-30,2026-05-09,2026-05-09,80,75,Delivered
PO-0041704,FRO-REA-00249,sup-003,str-001,2026-02-06,2026-02-15,2026-02-15,260,228,Delivered
PO-0041705,REL-CUL-00315,sup-027,wh-001,2026-08-25,2026-09-21,,178,,In-Transit
PO-0041706,APP-WOM-00732,sup-010,str-001,2025-10-19,2025-11-11,2025-11-11,124,116,Delivered
PO-0041707,FUR-GEN-00292,sup-089,str-001,2026-01-08,2026-02-16,2026-02-16,140,108,Delivered
PO-0041708,APP-WOM-00596,sup-107,str-001,2025-11-06,2025-11-29,2025-11-29,87,74,Delivered
PO-0041709,BEA-COS-00148,sup-039,str-001,2026-08-29,2026-09-25,,68,,In-Transit
PO-0041710,SER-SOL-00082,sup-025,wh-001,2025-12-22,2026-01-10,2026-01-10,435,426,Delivered
PO-0041711,BEA-COS-00119,sup-024,str-001,2025-10-13,2025-11-09,2025-11-09,286,222,Delivered
PO-0041712,FOO-BEV-00189,sup-056,str-001,2026-08-17,2026-08-19,2026-08-31,346,295,Delivered
PO-0041713,HEA-WEL-00044,sup-142,str-001,2025-10-15,2025-11-02,2025-11-02,80,26,Delivered
PO-0041714,GRO-FOO-02437,sup-184,wh-001,2025-10-14,2025-10-29,2025-10-29,315,247,Delivered
PO-0041715,COM-MOB-00329,sup-159,str-001,2026-07-27,2026-09-21,,465,,In-Transit
PO-0041716,MEA-SEA-00312,sup-023,wh-001,2025-11-13,2025-11-15,2025-11-15,70,67,Delivered
PO-0041717,KIT-DIN-00327,sup-064,str-001,2025-10-30,2025-11-26,2025-11-26,326,260,Delivered
PO-0041718,REL-CUL-00353,sup-122,str-001,2025-11-09,2025-12-06,2025-12-06,179,150,Delivered
PO-0041719,BAK-CON-00706,sup-179,wh-001,2025-12-31,2026-01-01,2026-01-01,101,98,Delivered
PO-0041720,PAR-CEL-00048,sup-185,str-001,2025-12-29,2026-01-27,2026-01-27,294,238,Delivered
PO-0041721,ELE-LIG-00352,sup-125,str-001,2025-10-28,2025-11-24,2025-11-24,361,334,Delivered
PO-0041722,KIT-DIN-00625,sup-127,str-001,2026-03-23,2026-04-19,2026-04-19,451,450,Delivered
PO-0041723,APP-WOM-01128,sup-038,str-001,2026-05-10,2026-06-02,2026-06-02,286,263,Delivered
PO-0041724,APP-CHI-00524,sup-131,wh-001,2026-02-19,2026-03-20,2026-03-20,188,162,Delivered
PO-0041725,APP-WOM-01027,sup-103,str-001,2026-03-18,2026-04-10,2026-04-10,345,300,Delivered
PO-0041726,FES-SEA-00116,sup-153,str-001,2026-04-22,2026-05-11,2026-05-11,192,162,Delivered
PO-0041727,SLE-WEL-00049,sup-185,str-001,2026-02-04,2026-02-27,2026-02-27,173,138,Delivered
PO-0041728,SLE-WEL-00301,sup-071,wh-001,2026-07-14,2026-08-06,2026-08-06,180,148,Delivered
PO-0041729,FES-SEA-00551,sup-039,wh-001,2026-04-10,2026-04-29,2026-04-29,403,358,Delivered
PO-0041730,BAB-MAT-00419,sup-172,wh-001,2026-04-25,2026-06-06,2026-06-06,427,418,Delivered
PO-0041731,CON-ELE-00545,sup-105,str-001,2026-06-10,2026-07-19,2026-07-19,158,78,Delivered
PO-0041732,APP-CHI-00842,sup-190,wh-001,2026-05-26,2026-06-24,2026-06-24,451,443,Delivered
PO-0041733,APP-CHI-00100,sup-107,str-001,2026-06-08,2026-07-07,2026-07-16,477,428,Delivered
PO-0041734,FRO-REA-00078,sup-147,str-001,2026-03-08,2026-03-17,2026-03-17,132,23,Delivered
PO-0041735,BIC-PER-00029,sup-125,wh-001,2025-10-11,2025-11-16,2025-11-16,185,177,Delivered
PO-0041736,FES-SEA-00544,sup-089,str-001,2026-02-26,2026-03-17,2026-03-30,348,280,Delivered
PO-0041737,HEA-WEL-00010,sup-125,wh-001,2026-08-24,2026-09-11,2026-09-11,361,358,Delivered
PO-0041738,GAR-OUT-00505,sup-135,str-001,2025-12-05,2025-12-30,2025-12-30,155,115,Delivered
PO-0041739,FLO-FLO-00256,sup-153,wh-001,2026-02-23,2026-03-22,2026-03-22,480,393,Delivered
PO-0041740,FAS-ACC-00005,sup-144,str-001,2026-05-01,2026-06-07,2026-06-07,292,243,Delivered
PO-0041741,FRO-REA-00235,sup-117,wh-001,2026-08-07,2026-08-16,2026-08-16,319,105,Delivered
PO-0041742,APP-WOM-00283,sup-160,str-001,2026-07-29,2026-08-21,2026-08-21,157,107,Delivered
PO-0041743,BEA-COS-00473,sup-025,wh-001,2026-08-20,2026-09-16,,337,,In-Transit
PO-0041744,HOU-CLE-00232,sup-066,wh-001,2026-03-19,2026-04-30,2026-04-30,230,183,Delivered
PO-0041745,BEV-GEN-00425,sup-003,wh-001,2025-10-29,2025-11-11,2025-11-11,354,316,Delivered
PO-0041746,GRO-FOO-01544,sup-053,str-001,2026-02-24,2026-03-11,2026-03-25,262,193,Delivered
PO-0041747,HAR-HOM-00683,sup-027,wh-001,2026-07-27,2026-08-27,2026-09-01,373,315,Delivered
PO-0041748,SPE-PRO-00055,sup-024,str-001,2025-09-17,2025-11-01,2025-11-04,480,381,Delivered
PO-0041749,HOU-CLE-00187,sup-182,str-001,2026-04-12,2026-05-24,2026-05-24,321,300,Delivered
